بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم
يعلمون يكلمنا الله تأتينا آية قبلهم قولهم تشابهت قلوبهم بينا الآيات لقوم يوقنون,وقال الذين لا يعلمون لولا يكلمنا الله أو تأتينا آية كذلك قال الذين من قبلهم مثل قولهم تشابهت قلوبهم قد بينا الآيات لقوم يوقنون
إنا أرسلناك بالحق بشيرا ونذيرا تسأل أصحاب الجحيم,إنا أرسلناك بالحق بشيرا ونذيرا ولا تسأل عن أصحاب الجحيم
ولن ترضى عنك اليهود النصارى تتبع ملتهم قل هدى الله الهدى ولئن اتبعت أهواءهم جاءك العلم لك الله ولي نصير,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم قل إن هدى الله هو الهدى ولئن اتبعت أهواءهم بعد الذي جاءك من العلم ما لك من الله من ولي ولا نصير
آتيناهم الكتاب يتلونه حق تلاوته يؤمنون يكفر فأولئك الخاسرون,الذين آتيناهم الكتاب يتلونه حق تلاوته أولئك يؤمنون به ومن يكفر به فأولئك هم الخاسرون
يا بني إسرائيل اذكروا نعمتي أنعمت عليكم وأني فضلتكم العالمين,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين
واتقوا يوما تجزي شيئا يقبل عدل تنفعها شفاعة ينصرون,واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها عدل ولا تنفعها شفاعة ولا هم ينصرون
وإذ ابتلى إبراهيم ربه بكلمات فأتمهن إني جاعلك للناس إماما ذريتي ينال عهدي الظالمين,وإذ ابتلى إبراهيم ربه بكلمات فأتمهن قال إني جاعلك للناس إماما قال ومن ذريتي قال لا ينال عهدي الظالمين
وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا مقام إبراهيم مصلى وعهدنا إبراهيم وإسماعيل طهرا بيتي للطائفين والعاكفين والركع السجود,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود
وإذ إبراهيم رب اجعل بلدا آمنا وارزق أهله الثمرات آمن منهم بالله واليوم الآخر كفر فأمتعه قليلا أضطره عذاب النار وبئس المصير,وإذ قال إبراهيم رب اجعل هذا بلدا آمنا وارزق أهله من الثمرات من آمن منهم بالله واليوم الآخر قال ومن كفر فأمتعه قليلا ثم أضطره إلى عذاب النار وبئس المصير
وإذ يرفع إبراهيم القواعد البيت وإسماعيل ربنا تقبل منا إنك السميع العليم,وإذ يرفع إبراهيم القواعد من البيت وإسماعيل ربنا تقبل منا إنك أنت السميع العليم
ربنا واجعلنا مسلمين لك ذريتنا أمة مسلمة لك وأرنا مناسكنا وتب علينا إنك التواب الرحيم,ربنا واجعلنا مسلمين لك ومن ذريتنا أمة مسلمة لك وأرنا مناسكنا وتب علينا إنك أنت التواب الرحيم
ربنا وابعث فيهم رسولا منهم يتلو عليهم آياتك ويعلمهم الكتاب والحكمة ويزكيهم إنك العزيز الحكيم,ربنا وابعث فيهم رسولا منهم يتلو عليهم آياتك ويعلمهم الكتاب والحكمة ويزكيهم إنك أنت العزيز الحكيم
يرغب ملة إبراهيم إلا سفه ولقد اصطفيناه الدنيا وإنه الآخرة لمن الصالحين,ومن يرغب عن ملة إبراهيم إلا من سفه نفسه ولقد اصطفيناه في الدنيا وإنه في الآخرة لمن الصالحين
ربه أسلم أسلمت لرب العالمين,إذ قال له ربه أسلم قال أسلمت لرب العالمين
ووصى إبراهيم بنيه ويعقوب يا بني الله اصطفى لكم الدين فلا تموتن إلا وأنتم مسلمون,ووصى بها إبراهيم بنيه ويعقوب يا بني إن الله اصطفى لكم الدين فلا تموتن إلا وأنتم مسلمون
كنتم شهداء حضر يعقوب الموت لبنيه تعبدون بعدي قالوا نعبد إلهك وإله آبائك إبراهيم وإسماعيل وإسحاق إلها واحدا ونحن مسلمون,أم كنتم شهداء إذ حضر يعقوب الموت إذ قال لبنيه ما تعبدون من بعدي قالوا نعبد إلهك وإله آبائك إبراهيم وإسماعيل وإسحاق إلها واحدا ونحن له مسلمون
أمة خلت كسبت ولكم كسبتم تسألون عما كانوا يعملون,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون
وقالوا كونوا هودا نصارى تهتدوا قل ملة إبراهيم حنيفا وما المشركين,وقالوا كونوا هودا أو نصارى تهتدوا قل بل ملة إبراهيم حنيفا وما كان من المشركين
قولوا آمنا بالله وما أنزل إلينا وما أنزل إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون ربهم نفرق منهم ونحن مسلمون,قولوا آمنا بالله وما أنزل إلينا وما أنزل إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون
آمنوا بمثل آمنتم اهتدوا وإن تولوا فإنما شقاق فسيكفيكهم الله السميع العليم,فإن آمنوا بمثل ما آمنتم به فقد اهتدوا وإن تولوا فإنما هم في شقاق فسيكفيكهم الله وهو السميع العليم
صبغة الله أحسن الله صبغة ونحن عابدون,صبغة الله ومن أحسن من الله صبغة ونحن له عابدون
قل أتحاجوننا الله ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن مخلصون,قل أتحاجوننا في الله وهو ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن له مخلصون
تقولون إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا نصارى قل أأنتم الله أظلم ممن كتم شهادة عنده الله وما الله بغافل عما تعملون,أم تقولون إن إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا أو نصارى قل أأنتم أعلم أم الله ومن أظلم ممن كتم شهادة عنده من الله وما الله بغافل عما تعملون
أمة خلت كسبت ولكم كسبتم تسألون عما كانوا يعملون,تلك أمة قد خلت لها ما كسبت ولكم ما كسبتم ولا تسألون عما كانوا يعملون
سيقول السفهاء الناس ولاهم قبلتهم كانوا قل لله المشرق والمغرب يهدي يشاء صراط مستقيم,سيقول السفهاء من الناس ما ولاهم عن قبلتهم التي كانوا عليها قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم
وكذلك جعلناكم أمة وسطا لتكونوا شهداء الناس ويكون الرسول عليكم شهيدا وما جعلنا القبلة كنت إلا لنعلم يتبع الرسول ممن ينقلب عقبيه وإن لكبيرة إلا هدى الله وما الله ليضيع إيمانكم الله بالناس لرءوف رحيم,وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا وما جعلنا القبلة التي كنت عليها إلا لنعلم من يتبع الرسول ممن ينقلب على عقبيه وإن كانت لكبيرة إلا على الذين هدى الله وما كان الله ليضيع إيمانكم إن الله بالناس لرءوف رحيم
